1000	472
2000	867
3000	1070
4000	1428
5000	1923
6000	2759
7000	3723
8000	3401
9000	3943
10000	4346
11000	4782
12000	5774
13000	5167
14000	5787
15000	6172
16000	6749
17000	7765
18000	7561
19000	8624
20000	8911
21000	8892
22000	9023
23000	10724
24000	10378
25000	11243
26000	11972
27000	11229
28000	13639
29000	12744
30000	14278
31000	13248
32000	14182
33000	14685
34000	15017
35000	15568
36000	16041
37000	16682
38000	18116
39000	17568
40000	17874
41000	19309
42000	18471
43000	20342
44000	20908
45000	20515
46000	20999
47000	22321
48000	22788
49000	23067
50000	22997
51000	24251
52000	24669
53000	25512
54000	25079
55000	25771
56000	27659
57000	26939
58000	27803
59000	30227
60000	29025
61000	30511
62000	30905
63000	30424
64000	31097
65000	32552
66000	32354
67000	32819
68000	33756
69000	33563
70000	34082
71000	34602
72000	37271
73000	36886
74000	36349
75000	36635
76000	37114
77000	39054
78000	38479
79000	38398
80000	40743
81000	39789
82000	40139
83000	42289
84000	45154
85000	42999
86000	44017
87000	44499
88000	44853
89000	83256
90000	92033
91000	63087
92000	47649
93000	45957
94000	47416
95000	47624
96000	47378
97000	49147
98000	47697
99000	51756
100000	48757
